Geo_FIPS	Geo_NAME	Geo_QName	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_FILEID	Geo_LOGRECNO	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATECE	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_PLACESE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIANHHFP	Geo_AIHHTLI	Geo_AITSCE	Geo_AITS	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MACC	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_UACP	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_VTD	Geo_ZCTA3	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_TAZ	Geo_UGA	Geo_PUMA5	Geo_PUMA1	Geo_GEOID	Geo_BTTR	Geo_BTBG	Geo_AREALAND	Geo_AREAWATR	SE_A00001_001	SE_A00002_001	SE_A00002_002	SE_A00002_003	SE_A12001_001	SE_A12001_002	SE_A12001_003	SE_A12001_004	SE_A12001_005	SE_A12001_006	SE_A12001_007	SE_A12001_008	SE_B12001_001	SE_B12001_002	SE_B12001_003	SE_B12001_004	SE_A12002_001	SE_A12002_002	SE_A12002_003	SE_A12002_004	SE_A12002_005	SE_A12002_006	SE_A12002_007	SE_A12002_008	SE_A14006_001	SE_A09005_001	SE_A09005_002	SE_A09005_009	SE_A09005_010	SE_A09005_003	SE_A09005_004	SE_A09005_005	SE_A09005_006	SE_A09005_007	SE_A09005_008	SE_A09001_001	SE_A09001_002	SE_A09001_003	SE_A09001_004	SE_A09001_005	SE_A09001_006	SE_A09001_007	SE_A09001_008	SE_A09001_009	SE_A09001_010	SE_A09003_001	SE_A10030_001	SE_A10030_002	SE_A10030_003	SE_A10030_004	SE_A10030_005	SE_A10030_006	SE_A10030_007
"36081087100"	"Census Tract 871, Queens County, New York"	"Census Tract 871, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007054"	""	""	""	""	"36"	"081"	""	""	""	"087100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081087100"	""	""	"412384"	"27328"	2350	2350	14759.23	0.159222359331395	1612	366	474	437	228	64	14	29	1612	366	911	335	1612	366	1246	772	335	107	43	29	45992	1080	230	124	106	630	8	0	212	0	0	1080	1080	70	164	71	255	261	204	55	0	39	951	669	261	11	10	0	0
"36081088400"	"Census Tract 884, Queens County, New York"	"Census Tract 884, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007055"	""	""	""	""	"36"	"081"	""	""	""	"088400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081088400"	""	""	"1557916"	"621618"	7966	7966	13243.23	0.601514756052924	6086	800	2378	1690	772	420	26	0	6086	800	4068	1218	6086	800	5286	2908	1218	446	26	0	88712	3429	2711	2373	338	647	0	0	71	0	0	3429	3429	82	594	331	643	750	770	259	0	41	2730	399	1046	821	377	38	49
"36081088901"	"Census Tract 889.01, Queens County, New York"	"Census Tract 889.01, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007056"	""	""	""	""	"36"	"081"	""	""	""	"088901"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081088901"	""	""	"657467"	"0"	11133	11133	43856.71	0.253849438684658	8309	1987	1656	2300	1630	551	108	77	8309	1987	3956	2366	8309	1987	6322	4666	2366	736	185	77	54342	5392	2572	1684	888	1950	0	0	681	0	189	5392	5203	132	662	820	523	1370	1123	573	189	45	4180	1682	1923	413	134	28	0
"36081089200"	"Census Tract 892, Queens County, New York"	"Census Tract 892, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007057"	""	""	""	""	"36"	"081"	""	""	""	"089200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081089200"	""	""	"2874373"	"505629"	7664	7664	6905.738	1.10980166703475	5893	785	1617	1581	1424	391	76	19	5893	785	3198	1910	5893	785	5108	3491	1910	486	95	19	98512	3408	2362	2038	324	939	0	0	27	32	48	3408	3360	136	492	482	464	847	787	152	48	38	2432	256	708	1032	240	196	0
"36081090700"	"Census Tract 907, Queens County, New York"	"Census Tract 907, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007058"	""	""	""	""	"36"	"081"	""	""	""	"090700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081090700"	""	""	"2022039"	"332865"	1418	1418	1816.287	0.780713655816166	913	196	398	194	105	20	0	0	913	196	592	125	913	196	717	319	125	20	0	0	77242	566	328	278	50	212	0	0	6	0	20	566	546	16	45	87	110	92	141	55	20	45	435	67	228	69	60	11	0
"36081091601"	"Census Tract 916.01, Queens County, New York"	"Census Tract 916.01, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007059"	""	""	""	""	"36"	"081"	""	""	""	"091601"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081091601"	""	""	"4374026"	"4924631"	3702	3702	2192.062	1.68882095206619	2599	76	540	732	685	433	93	40	2599	76	1272	1251	2599	76	2523	1983	1251	566	133	40	110296	1479	1162	1086	76	181	0	6	58	0	72	1479	1407	129	127	128	246	259	366	152	72	45	1398	149	489	630	105	25	0
"36081091602"	"Census Tract 916.02, Queens County, New York"	"Census Tract 916.02, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007060"	""	""	""	""	"36"	"081"	""	""	""	"091602"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081091602"	""	""	"1277598"	"1124549"	0	0	0	0.493283366563861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0
"36081091800"	"Census Tract 918, Queens County, New York"	"Census Tract 918, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007061"	""	""	""	""	"36"	"081"	""	""	""	"091800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081091800"	""	""	"1126858"	"2293626"	3	3	6.895247	0.435082324705752	3	0	0	0	0	0	0	3	3	0	0	3	3	0	3	3	3	3	3	3	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	3	3	0	0	0	0	0
"36081091900"	"Census Tract 919, Queens County, New York"	"Census Tract 919, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007062"	""	""	""	""	"36"	"081"	""	""	""	"091900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081091900"	""	""	"450773"	"327380"	5860	5860	33669.56	0.174044435727115	4461	1410	1514	1013	311	190	9	14	4461	1410	2527	524	4461	1410	3051	1537	524	213	23	14	54870	2656	1421	1060	361	975	0	0	212	15	33	2656	2623	86	413	444	577	384	491	228	33	38	1609	389	725	350	90	30	25
"36081092200"	"Census Tract 922, Queens County, New York"	"Census Tract 922, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007063"	""	""	""	""	"36"	"081"	""	""	""	"092200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081092200"	""	""	"633290"	"700664"	1924	1924	7868.649	0.244514646399906	1376	38	259	165	370	383	135	26	1376	38	424	914	1376	38	1338	1079	914	544	161	26	146979	892	707	649	58	99	12	14	5	0	55	892	837	61	101	91	156	195	100	133	55	43	735	38	244	326	117	10	0
"36081092500"	"Census Tract 925, Queens County, New York"	"Census Tract 925, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007064"	""	""	""	""	"36"	"081"	""	""	""	"092500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081092500"	""	""	"312425"	"0"	3906	3906	32380.55	0.120627972021492	2731	698	1029	663	214	97	19	11	2731	698	1692	341	2731	698	2033	1004	341	127	30	11	45828	1530	749	587	162	532	0	0	195	0	54	1530	1476	132	258	240	178	247	240	181	54	40	1147	345	566	170	29	37	0
"36081092800"	"Census Tract 928, Queens County, New York"	"Census Tract 928, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007065"	""	""	""	""	"36"	"081"	""	""	""	"092800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081092800"	""	""	"762718"	"897590"	3470	3470	11783.2	0.294487078704612	2572	67	353	528	944	416	190	74	2572	67	881	1624	2572	67	2505	2152	1624	680	264	74	153881	1656	1281	1131	150	280	0	0	26	0	69	1656	1587	250	157	180	251	377	239	133	69	39	1209	47	363	690	88	21	0
"36081092900"	"Census Tract 929, Queens County, New York"	"Census Tract 929, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007066"	""	""	""	""	"36"	"081"	""	""	""	"092900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081092900"	""	""	"956919"	"2446820"	6536	6536	17690.28	0.369468507189995	4439	988	1306	1119	775	185	49	17	4439	988	2425	1026	4439	988	3451	2145	1026	251	66	17	61329	3168	1833	1271	562	972	0	35	259	0	69	3168	3099	68	370	840	678	388	633	122	69	37	2186	481	1028	601	76	0	0
"36081093401"	"Census Tract 934.01, Queens County, New York"	"Census Tract 934.01, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007067"	""	""	""	""	"36"	"081"	""	""	""	"093401"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081093401"	""	""	"542009"	"554670"	3596	3596	17183.47	0.209270853764573	2714	282	438	762	740	404	50	38	2714	282	1200	1232	2714	282	2432	1994	1232	492	88	38	90908	1528	1018	974	44	329	0	74	54	16	37	1528	1491	30	195	117	451	306	207	185	37	44	1393	242	617	468	48	18	0
"36081093402"	"Census Tract 934.02, Queens County, New York"	"Census Tract 934.02, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007068"	""	""	""	""	"36"	"081"	""	""	""	"093402"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081093402"	""	""	"394743"	"460266"	4343	4343	28495.29	0.152411130862382	3410	389	746	898	820	408	84	65	3410	389	1644	1377	3410	389	3021	2275	1377	557	149	65	80990	2047	1286	1215	71	579	0	12	131	16	23	2047	2024	119	226	261	346	218	426	428	23	50	1774	389	975	261	86	63	0
"36081093800"	"Census Tract 938, Queens County, New York"	"Census Tract 938, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007069"	""	""	""	""	"36"	"081"	""	""	""	"093800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081093800"	""	""	"809668"	"1300951"	5240	5240	16761.85	0.312614575820429	4167	815	1232	1228	508	378	0	6	4167	815	2460	892	4167	815	3352	2120	892	384	6	6	54429	1760	890	852	38	693	0	0	94	0	83	1760	1677	146	154	90	278	216	412	381	83	55	2212	939	914	326	33	0	0
"36081093900"	"Census Tract 939, Queens County, New York"	"Census Tract 939, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007070"	""	""	""	""	"36"	"081"	""	""	""	"093900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081093900"	""	""	"656191"	"881592"	5042	5042	19900.79	0.25335677230937	3540	609	1117	837	672	236	51	18	3540	609	1954	977	3540	609	2931	1814	977	305	69	18	81564	2301	1414	1063	351	697	0	0	58	0	132	2301	2169	60	209	444	437	301	569	149	132	43	1626	275	846	292	193	0	20
"36081094201"	"Census Tract 942.01, Queens County, New York"	"Census Tract 942.01, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007071"	""	""	""	""	"36"	"081"	""	""	""	"094201"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081094201"	""	""	"347514"	"199843"	3242	3242	24162.31	0.134175911239743	2304	405	714	625	434	91	15	20	2304	405	1339	560	2304	405	1899	1185	560	126	35	20	66741	1576	757	702	55	582	0	0	99	31	107	1576	1469	86	130	50	239	324	399	241	107	51	1276	374	763	126	13	0	0
"36081094202"	"Census Tract 942.02, Queens County, New York"	"Census Tract 942.02, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007072"	""	""	""	""	"36"	"081"	""	""	""	"094202"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081094202"	""	""	"713772"	"458004"	4617	4617	16753.21	0.275588921647513	2756	427	577	841	576	236	74	25	2756	427	1418	911	2756	427	2329	1752	911	335	99	25	53105	1713	847	776	71	778	0	0	20	0	68	1713	1645	11	47	84	320	414	407	362	68	58	1641	737	627	270	7	0	0
"36081094203"	"Census Tract 942.03, Queens County, New York"	"Census Tract 942.03, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007073"	""	""	""	""	"36"	"081"	""	""	""	"094203"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081094203"	""	""	"509892"	"1050429"	6505	6505	33042.04	0.196870410210395	4649	837	1464	1247	645	393	63	0	4649	837	2711	1101	4649	837	3812	2348	1101	456	63	0	58076	3201	1601	1424	177	1585	0	0	5	0	10	3201	3191	41	190	275	341	526	865	953	10	61	2737	701	1612	274	137	0	13
"36081094500"	"Census Tract 945, Queens County, New York"	"Census Tract 945, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007074"	""	""	""	""	"36"	"081"	""	""	""	"094500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081094500"	""	""	"1518736"	"872808"	3896	3896	6644.073	0.586387272836785	2755	328	967	597	606	214	33	10	2755	328	1564	863	2755	328	2427	1460	863	257	43	10	89049	1695	1214	1068	146	348	13	0	59	0	61	1695	1634	124	337	224	231	248	292	178	61	40	1205	98	404	459	193	41	10
"36081094700"	"Census Tract 947, Queens County, New York"	"Census Tract 947, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007075"	""	""	""	""	"36"	"081"	""	""	""	"094700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081094700"	""	""	"272641"	"0"	2536	2536	24091.06	0.105267283091659	1775	394	605	445	245	63	23	0	1775	394	1050	331	1775	394	1381	776	331	86	23	0	69026	1065	648	507	141	394	0	0	23	0	0	1065	1065	14	178	136	255	155	182	145	0	44	775	141	426	172	25	6	5
"36081095400"	"Census Tract 954, Queens County, New York"	"Census Tract 954, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007076"	""	""	""	""	"36"	"081"	""	""	""	"095400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081095400"	""	""	"808825"	"559625"	5598	5598	17925.7	0.312289091686911	3683	970	937	900	567	284	25	0	3683	970	1837	876	3683	970	2713	1776	876	309	25	0	61371	2075	1061	852	209	908	0	0	47	34	25	2075	2050	68	221	132	331	320	523	455	25	54	1634	604	698	215	55	52	10
"36081096400"	"Census Tract 964, Queens County, New York"	"Census Tract 964, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007077"	""	""	""	""	"36"	"081"	""	""	""	"096400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081096400"	""	""	"862704"	"586619"	5640	5640	16932.26	0.333091890773239	3630	703	1028	887	719	277	9	7	3630	703	1915	1012	3630	703	2927	1899	1012	293	16	7	67383	2157	1136	1031	105	920	0	0	35	21	45	2157	2112	90	50	262	233	290	720	467	45	57	1605	383	847	308	40	27	0
"36081097202"	"Census Tract 972.02, Queens County, New York"	"Census Tract 972.02, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007078"	""	""	""	""	"36"	"081"	""	""	""	"097202"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081097202"	""	""	"576641"	"1132095"	3226	3226	14489.61	0.222642344288854	1508	393	420	480	152	39	11	13	1508	393	900	215	1508	393	1115	695	215	63	24	13	38748	1018	175	175	0	721	0	0	56	33	33	1018	985	15	59	65	119	127	362	238	33	59	1036	710	285	41	0	0	0
"36081097203"	"Census Tract 972.03, Queens County, New York"	"Census Tract 972.03, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007079"	""	""	""	""	"36"	"081"	""	""	""	"097203"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081097203"	""	""	"1314888"	"1020625"	7002	7002	13792.12	0.507681116669266	4003	1214	1292	994	503	0	0	0	4003	1214	2286	503	4003	1214	2789	1497	503	0	0	0	28907	1922	593	526	67	1203	0	0	66	60	0	1922	1922	26	270	174	119	249	625	459	0	57	2330	1575	641	114	0	0	0
"36081097204"	"Census Tract 972.04, Queens County, New York"	"Census Tract 972.04, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007080"	""	""	""	""	"36"	"081"	""	""	""	"097204"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081097204"	""	""	"391826"	"0"	3741	3741	24728.18	0.151284870817934	2774	894	808	769	216	61	20	6	2774	894	1577	303	2774	894	1880	1072	303	87	26	6	47558	1235	438	412	26	605	0	47	89	15	41	1235	1194	91	113	145	139	199	156	351	41	54	1049	529	378	110	32	0	0
"36081097300"	"Census Tract 973, Queens County, New York"	"Census Tract 973, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007081"	""	""	""	""	"36"	"081"	""	""	""	"097300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081097300"	""	""	"528721"	"191606"	1812	1812	8876.247	0.204140328063296	1414	200	368	444	238	141	10	13	1414	200	812	402	1414	200	1214	846	402	164	23	13	96572	833	613	567	46	121	0	0	22	7	70	833	763	55	109	145	123	172	101	58	70	38	681	60	180	242	157	26	16
"36081098100"	"Census Tract 981, Queens County, New York"	"Census Tract 981, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007082"	""	""	""	""	"36"	"081"	""	""	""	"098100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081098100"	""	""	"650601"	"922899"	2417	2417	9621.874	0.251198461151171	1722	289	333	480	432	114	41	33	1722	289	813	620	1722	289	1433	1100	620	188	74	33	103740	1060	737	649	88	246	6	0	58	4	9	1060	1051	82	154	189	206	162	204	54	9	36	781	46	240	344	126	20	5
"36081098700"	"Census Tract 987, Queens County, New York"	"Census Tract 987, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007083"	""	""	""	""	"36"	"081"	""	""	""	"098700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081098700"	""	""	"667301"	"731613"	2519	2519	9776.967	0.257646367473517	1679	243	387	444	354	216	25	10	1679	243	831	605	1679	243	1436	1049	605	251	35	10	76531	1179	882	730	152	242	0	0	31	3	21	1179	1158	46	202	256	241	137	173	103	21	38	848	108	320	262	106	40	12
"36081099100"	"Census Tract 991, Queens County, New York"	"Census Tract 991, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007084"	""	""	""	""	"36"	"081"	""	""	""	"099100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081099100"	""	""	"1081249"	"432743"	7051	7051	16889.73	0.417472590606597	5383	377	1236	1045	1635	775	197	118	5383	377	2281	2725	5383	377	5006	3770	2725	1090	315	118	109907	3320	2412	1856	556	769	0	0	11	20	108	3320	3212	72	542	362	440	387	976	433	108	46	2857	246	1341	1035	117	118	0
"36081099200"	"Census Tract 992, Queens County, New York"	"Census Tract 992, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007085"	""	""	""	""	"36"	"081"	""	""	""	"099200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081099200"	""	""	"581564"	"324488"	4146	4146	18464.16	0.224543125296333	2253	681	546	667	221	109	29	0	2253	681	1213	359	2253	681	1572	1026	359	138	29	0	29583	1341	519	496	23	738	0	0	72	0	12	1341	1329	78	253	60	144	197	277	320	12	51	1314	569	557	168	20	0	0
"36081099701"	"Census Tract 997.01, Queens County, New York"	"Census Tract 997.01, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007086"	""	""	""	""	"36"	"081"	""	""	""	"099701"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081099701"	""	""	"978866"	"0"	2717	2717	7188.928	0.377942291624517	2086	102	416	385	739	324	98	22	2086	102	801	1183	2086	102	1984	1568	1183	444	120	22	82809	1316	824	754	70	445	0	0	0	8	39	1316	1277	15	169	212	301	144	318	118	39	43	1229	153	539	365	100	72	0
"36081099703"	"Census Tract 997.03, Queens County, New York"	"Census Tract 997.03, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007087"	""	""	""	""	"36"	"081"	""	""	""	"099703"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081099703"	""	""	"576606"	"0"	3899	3899	17513.46	0.222628830712729	3150	201	471	755	1015	532	119	57	3150	201	1226	1723	3150	201	2949	2478	1723	708	176	57	113590	2014	1217	1026	191	597	0	0	19	0	181	2014	1833	101	186	241	239	380	564	122	181	43	1769	216	939	456	136	22	0
"36081099704"	"Census Tract 997.04, Queens County, New York"	"Census Tract 997.04, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007088"	""	""	""	""	"36"	"081"	""	""	""	"099704"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081099704"	""	""	"675915"	"0"	6809	6809	26090.9	0.260972251608888	5562	278	1127	1144	1542	1068	210	193	5562	278	2271	3013	5562	278	5284	4157	3013	1471	403	193	75987	2898	1992	1862	130	698	0	0	69	0	139	2898	2759	51	330	771	431	348	533	295	139	42	3474	652	1938	858	26	0	0
"36081099705"	"Census Tract 997.05, Queens County, New York"	"Census Tract 997.05, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007089"	""	""	""	""	"36"	"081"	""	""	""	"099705"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081099705"	""	""	"440081"	"4538936"	2790	2790	16419.86	0.169916231272114	2018	163	287	576	553	309	99	31	2018	163	863	992	2018	163	1855	1568	992	439	130	31	105437	1339	895	671	224	378	0	0	16	0	50	1339	1289	10	206	175	292	218	306	82	50	41	1044	102	443	370	129	0	0
"36081099801"	"Census Tract 998.01, Queens County, New York"	"Census Tract 998.01, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007090"	""	""	""	""	"36"	"081"	""	""	""	"099801"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081099801"	""	""	"456707"	"0"	8230	8230	46672.38	0.176335566033511	5414	1046	1705	1614	487	400	143	19	5414	1046	3319	1049	5414	1046	4368	2663	1049	562	162	19	75436	3536	1856	1537	319	1267	0	0	289	54	70	3536	3466	57	394	419	558	526	855	657	70	52	2405	616	1083	550	106	0	50
"36081099802"	"Census Tract 998.02, Queens County, New York"	"Census Tract 998.02, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007091"	""	""	""	""	"36"	"081"	""	""	""	"099802"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081099802"	""	""	"434629"	"689393"	5462	5462	32548.48	0.167811202214064	3854	1063	534	839	1004	330	68	16	3854	1063	1373	1418	3854	1063	2791	2257	1418	414	84	16	38503	2067	862	682	180	888	0	0	125	9	183	2067	1884	37	309	80	226	350	420	462	183	60	2552	1286	1078	188	0	0	0
"36081099900"	"Census Tract 999, Queens County, New York"	"Census Tract 999, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007092"	""	""	""	""	"36"	"081"	""	""	""	"099900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081099900"	""	""	"648383"	"0"	0	0	0	0.250342086527042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0
"36081100801"	"Census Tract 1008.01, Queens County, New York"	"Census Tract 1008.01, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0007093"	""	""	""	""	"36"	"081"	""	""	""	"100801"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081100801"	""	""	"644973"	"339805"	2506	2506	10063.23	0.249025478110323	1482	216	366	417	295	137	7	44	1482	216	783	483	1482	216	1266	900	483	188	51	44	97315	960	703	614	89	176	0	19	30	0	32	960	928	45	223	71	195	142	143	109	32	41	631	51	251	226	81	6	16
