Geo_FILEID	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_LOGRECNO	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATECE	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIANHHFP	Geo_AIHHTLI	Geo_AITSCE	Geo_AITS	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MACC	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_PUMA5	Geo_GEOID	Geo_NAME	Geo_BTTR	Geo_BTBG	Geo_QName	Geo_FIPS	Geo_AREALAND	Geo_AREAWATR	Geo_PLACESE	Geo_UACP	Geo_VTD	Geo_ZCTA3	Geo_TAZ	Geo_UGA	Geo_PUMA1	SE_A00001_001	SE_A00002_001	SE_A00002_002	SE_A00002_003	SE_A12001_001	SE_A12001_002	SE_A12001_003	SE_A12001_004	SE_A12001_005	SE_A12001_006	SE_A12001_007	SE_A12001_008	SE_B12001_001	SE_B12001_002	SE_B12001_003	SE_B12001_004	SE_A12002_001	SE_A12002_002	SE_A12002_003	SE_A12002_004	SE_A12002_005	SE_A12002_006	SE_A12002_007	SE_A12002_008	SE_A14006_001	SE_A09005_001	SE_A09005_002	SE_A09005_009	SE_A09005_010	SE_A09005_003	SE_A09005_004	SE_A09005_005	SE_A09005_006	SE_A09005_007	SE_A09005_008	SE_A09001_001	SE_A09001_002	SE_A09001_003	SE_A09001_004	SE_A09001_005	SE_A09001_006	SE_A09001_007	SE_A09001_008	SE_A09001_009	SE_A09001_010	SE_A09003_001	SE_A10030_001	SE_A10030_002	SE_A10030_003	SE_A10030_004	SE_A10030_005	SE_A10030_006	SE_A10030_007
"ACSSF"	"ny"	"140"	"00"	"0003646"	""	""	""	""	"36"	"005"	""	""	"006100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005006100"	"Census Tract 61"	""	""	"Census Tract 61, Bronx County, New York"	"36005006100"	"242785"	"0"	""	""	""	""	""	""	""	3955	3955	42191.25	0.0937398165551346	3340	455	661	1036	844	344	0	0	3340	455	1697	1188	3340	455	2885	2224	1188	344	0	0	60685	2005	494	475	19	1199	0	0	184	32	96	2005	1909	21	235	268	235	509	397	244	96	46	2059	1273	679	91	16	0	0
"ACSSF"	"ny"	"140"	"00"	"0003647"	""	""	""	""	"36"	"005"	""	""	"006200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005006200"	"Census Tract 62"	""	""	"Census Tract 62, Bronx County, New York"	"36005006200"	"194004"	"0"	""	""	""	""	""	""	""	6710	6710	89579.7	0.0749053663569098	4021	1715	1200	712	309	83	2	0	4021	1715	1912	394	4021	1715	2306	1106	394	85	2	0	24769	1922	354	336	18	1280	0	0	80	38	170	1922	1752	13	91	317	453	461	369	48	170	41	2550	1929	524	97	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0003648"	""	""	""	""	"36"	"005"	""	""	"006301"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005006301"	"Census Tract 63.01"	""	""	"Census Tract 63.01, Bronx County, New York"	"36005006301"	"782166"	"9963"	""	""	""	""	""	""	""	5521	5521	18281.7	0.301995993803832	3951	764	1438	1033	552	131	33	0	3951	764	2471	716	3951	764	3187	1749	716	164	33	0	50273	2934	605	489	116	1774	0	0	416	17	122	2934	2812	74	323	123	673	1085	421	113	122	42	2110	1506	580	24	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0003649"	""	""	""	""	"36"	"005"	""	""	"006302"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005006302"	"Census Tract 63.02"	""	""	"Census Tract 63.02, Bronx County, New York"	"36005006302"	"262936"	"0"	""	""	""	""	""	""	""	0	0	0	0.101520161483374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0003650"	""	""	""	""	"36"	"005"	""	""	"006400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005006400"	"Census Tract 64"	""	""	"Census Tract 64, Bronx County, New York"	"36005006400"	"167185"	"0"	""	""	""	""	""	""	""	4061	4061	62911.99	0.0645504921258322	2627	844	922	519	261	64	17	0	2627	844	1441	342	2627	844	1783	861	342	81	17	0	35144	1289	443	325	118	696	0	0	77	0	73	1289	1216	0	153	112	153	492	206	100	73	44	1329	763	455	36	37	38	0
"ACSSF"	"ny"	"140"	"00"	"0003651"	""	""	""	""	"36"	"005"	""	""	"006500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005006500"	"Census Tract 65"	""	""	"Census Tract 65, Bronx County, New York"	"36005006500"	"261811"	"0"	""	""	""	""	""	""	""	5681	5681	56199.79	0.101085796536509	3328	1099	971	775	335	117	0	31	3328	1099	1746	483	3328	1099	2229	1258	483	148	31	31	21962	1875	197	128	69	1364	0	0	289	0	25	1875	1850	106	280	238	390	630	126	80	25	36	2055	1721	255	32	47	0	0
"ACSSF"	"ny"	"140"	"00"	"0003652"	""	""	""	""	"36"	"005"	""	""	"006700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005006700"	"Census Tract 67"	""	""	"Census Tract 67, Bronx County, New York"	"36005006700"	"212429"	"0"	""	""	""	""	""	""	""	6993	6993	85260.42	0.0820192989311147	4095	2178	1086	556	247	28	0	0	4095	2178	1642	275	4095	2178	1917	831	275	28	0	0	15957	2520	321	118	203	1741	0	59	258	58	83	2520	2437	313	203	53	667	226	699	276	83	46	2571	2099	374	98	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0003653"	""	""	""	""	"36"	"005"	""	""	"006800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005006800"	"Census Tract 68"	""	""	"Census Tract 68, Bronx County, New York"	"36005006800"	"154374"	"0"	""	""	""	""	""	""	""	2765	2765	46389.4	0.0596041371620255	1791	623	460	379	232	91	0	6	1791	623	839	329	1791	623	1168	708	329	97	6	6	38125	785	112	108	4	550	0	0	78	0	45	785	740	27	56	108	146	184	213	6	45	41	944	640	259	36	9	0	0
"ACSSF"	"ny"	"140"	"00"	"0003654"	""	""	""	""	"36"	"005"	""	""	"006900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005006900"	"Census Tract 69"	""	""	"Census Tract 69, Bronx County, New York"	"36005006900"	"187978"	"0"	""	""	""	""	""	""	""	7255	7255	99960.44	0.0725787146504154	4454	1144	1110	1637	453	93	17	0	4454	1144	2747	563	4454	1144	3310	2200	563	110	17	0	32887	2168	587	437	150	1454	0	0	50	22	55	2168	2113	0	197	247	162	500	745	262	55	53	2897	2083	779	18	17	0	0
"ACSSF"	"ny"	"140"	"00"	"0003655"	""	""	""	""	"36"	"005"	""	""	"007000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005007000"	"Census Tract 70"	""	""	"Census Tract 70, Bronx County, New York"	"36005007000"	"204891"	"0"	""	""	""	""	""	""	""	4235	4235	53533.83	0.0791088607360343	2746	868	707	780	309	65	0	17	2746	868	1487	391	2746	868	1878	1171	391	82	17	17	53014	1492	441	366	75	1004	0	0	47	0	0	1492	1492	28	154	166	320	211	551	62	0	43	1248	633	376	189	50	0	0
"ACSSF"	"ny"	"140"	"00"	"0003656"	""	""	""	""	"36"	"005"	""	""	"007100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005007100"	"Census Tract 71"	""	""	"Census Tract 71, Bronx County, New York"	"36005007100"	"264262"	"0"	""	""	""	""	""	""	""	2827	2827	27706.96	0.102032132967411	1894	339	371	660	340	184	0	0	1894	339	1031	524	1894	339	1555	1184	524	184	0	0	43079	1216	368	361	7	680	0	0	101	0	67	1216	1149	6	80	167	245	380	225	46	67	41	1091	633	393	65	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0003657"	""	""	""	""	"36"	"005"	""	""	"007200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005007200"	"Census Tract 72"	""	""	"Census Tract 72, Bronx County, New York"	"36005007200"	"213050"	"0"	""	""	""	""	""	""	""	6430	6430	78167.67	0.082259068381784	4530	1121	1408	1178	395	325	79	24	4530	1121	2586	823	4530	1121	3409	2001	823	428	103	24	54097	2316	785	701	84	1030	0	10	265	0	226	2316	2090	25	184	486	499	171	569	156	226	41	1689	799	624	178	57	31	0
"ACSSF"	"ny"	"140"	"00"	"0003658"	""	""	""	""	"36"	"005"	""	""	"007300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005007300"	"Census Tract 73"	""	""	"Census Tract 73, Bronx County, New York"	"36005007300"	"140161"	"0"	""	""	""	""	""	""	""	4301	4301	79476.73	0.0541164669488816	2320	698	950	525	70	77	0	0	2320	698	1475	147	2320	698	1622	672	147	77	0	0	25619	1284	135	59	76	751	0	0	211	0	187	1284	1097	32	228	47	208	223	245	114	187	43	1483	1157	274	20	32	0	0
"ACSSF"	"ny"	"140"	"00"	"0003659"	""	""	""	""	"36"	"005"	""	""	"007400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005007400"	"Census Tract 74"	""	""	"Census Tract 74, Bronx County, New York"	"36005007400"	"187162"	"0"	""	""	""	""	""	""	""	3078	3078	42594.03	0.0722636552756229	2146	464	522	798	186	163	0	13	2146	464	1320	362	2146	464	1682	1160	362	176	13	13	37352	1159	368	368	0	599	0	0	132	43	17	1159	1142	35	212	107	97	166	397	128	17	48	1285	552	525	198	10	0	0
"ACSSF"	"ny"	"140"	"00"	"0003660"	""	""	""	""	"36"	"005"	""	""	"007500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005007500"	"Census Tract 75"	""	""	"Census Tract 75, Bronx County, New York"	"36005007500"	"227622"	"0"	""	""	""	""	""	""	""	6295	6295	71627.41	0.0878853492757495	4123	1110	1007	1269	502	187	48	0	4123	1110	2276	737	4123	1110	3013	2006	737	235	48	0	30413	2246	444	375	69	1376	0	0	79	197	150	2246	2096	0	169	85	400	804	403	235	150	50	2267	1662	478	127	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0003661"	""	""	""	""	"36"	"005"	""	""	"007600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005007600"	"Census Tract 76"	""	""	"Census Tract 76, Bronx County, New York"	"36005007600"	"217217"	"0"	""	""	""	""	""	""	""	5293	5293	63111.11	0.0838679561449706	3662	864	1089	946	564	112	78	9	3662	864	2035	763	3662	864	2798	1709	763	199	87	9	51625	2078	581	415	166	1354	0	0	61	0	82	2078	1996	40	246	147	334	473	612	144	82	45	1829	1022	607	159	32	0	9
"ACSSF"	"ny"	"140"	"00"	"0003662"	""	""	""	""	"36"	"005"	""	""	"007700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005007700"	"Census Tract 77"	""	""	"Census Tract 77, Bronx County, New York"	"36005007700"	"112816"	"0"	""	""	""	""	""	""	""	2165	2165	49703.27	0.043558502973759	1418	378	532	304	136	44	24	0	1418	378	836	204	1418	378	1040	508	204	68	24	0	48333	966	120	112	8	523	0	0	108	6	209	966	757	0	47	93	147	290	149	31	209	42	570	265	258	47	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0003663"	""	""	""	""	"36"	"005"	""	""	"007800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005007800"	"Census Tract 78"	""	""	"Census Tract 78, Bronx County, New York"	"36005007800"	"311879"	"0"	""	""	""	""	""	""	""	6301	6301	52326.43	0.120417160233947	3601	946	1112	981	456	87	8	11	3601	946	2093	562	3601	946	2655	1543	562	106	19	11	54615	2536	910	834	76	1349	0	0	170	73	34	2536	2502	54	280	171	338	408	904	347	34	54	1952	842	600	441	38	31	0
"ACSSF"	"ny"	"140"	"00"	"0003664"	""	""	""	""	"36"	"005"	""	""	"007900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005007900"	"Census Tract 79"	""	""	"Census Tract 79, Bronx County, New York"	"36005007900"	"197934"	"0"	""	""	""	""	""	""	""	7157	7157	93650.13	0.0764227479046235	3838	1155	1399	800	441	43	0	0	3838	1155	2199	484	3838	1155	2683	1284	484	43	0	0	22534	2144	317	287	30	1296	0	0	217	0	314	2144	1830	149	140	175	237	560	446	123	314	44	2328	2002	259	67	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0003665"	""	""	""	""	"36"	"005"	""	""	"008300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005008300"	"Census Tract 83"	""	""	"Census Tract 83, Bronx County, New York"	"36005008300"	"213932"	"0"	""	""	""	""	""	""	""	6121	6121	74104.47	0.0825996105001259	3957	1144	1050	1017	498	248	0	0	3957	1144	2067	746	3957	1144	2813	1763	746	248	0	0	42386	2483	748	522	226	1425	0	0	237	7	66	2483	2417	174	211	420	228	572	546	266	66	44	2270	1549	516	205	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0003666"	""	""	""	""	"36"	"005"	""	""	"008400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005008400"	"Census Tract 84"	""	""	"Census Tract 84, Bronx County, New York"	"36005008400"	"156789"	"0"	""	""	""	""	""	""	""	3290	3290	54347.31	0.0605365739146282	2148	256	547	808	420	103	14	0	2148	256	1355	537	2148	256	1892	1345	537	117	14	0	66373	1436	512	430	82	888	0	0	5	2	29	1436	1407	29	71	267	67	256	574	143	29	50	996	394	337	171	62	31	1
"ACSSF"	"ny"	"140"	"00"	"0003667"	""	""	""	""	"36"	"005"	""	""	"008500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005008500"	"Census Tract 85"	""	""	"Census Tract 85, Bronx County, New York"	"36005008500"	"181656"	"0"	""	""	""	""	""	""	""	5706	5706	81354.16	0.0701377767001237	3574	1160	803	928	426	212	45	0	3574	1160	1731	683	3574	1160	2414	1611	683	257	45	0	33065	1834	281	216	65	1325	0	35	98	0	95	1834	1739	108	119	230	254	380	415	233	95	48	2142	1547	489	50	56	0	0
"ACSSF"	"ny"	"140"	"00"	"0003668"	""	""	""	""	"36"	"005"	""	""	"008600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005008600"	"Census Tract 86"	""	""	"Census Tract 86, Bronx County, New York"	"36005008600"	"187658"	"0"	""	""	""	""	""	""	""	4134	4134	57055.98	0.0724551619544183	2609	1070	751	566	195	27	0	0	2609	1070	1317	222	2609	1070	1539	788	222	27	0	0	25608	1167	571	524	47	454	0	0	142	0	0	1167	1167	16	122	195	218	216	268	132	0	44	1585	1163	237	116	69	0	0
"ACSSF"	"ny"	"140"	"00"	"0003669"	""	""	""	""	"36"	"005"	""	""	"008700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005008700"	"Census Tract 87"	""	""	"Census Tract 87, Bronx County, New York"	"36005008700"	"213574"	"0"	""	""	""	""	""	""	""	6328	6328	76738.95	0.0824613859214792	3905	1162	951	1218	468	84	22	0	3905	1162	2169	574	3905	1162	2743	1792	574	106	22	0	30357	2356	337	227	110	1596	0	0	234	0	189	2356	2167	162	136	341	580	402	397	149	189	41	2038	1331	504	170	33	0	0
"ACSSF"	"ny"	"140"	"00"	"0003670"	""	""	""	""	"36"	"005"	""	""	"008900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005008900"	"Census Tract 89"	""	""	"Census Tract 89, Bronx County, New York"	"36005008900"	"110291"	"0"	""	""	""	""	""	""	""	3197	3197	75075.86	0.0425835949819073	2339	831	695	554	183	76	0	0	2339	831	1249	259	2339	831	1508	813	259	76	0	0	29599	1348	193	135	58	698	0	0	368	48	41	1348	1307	78	305	160	80	277	357	50	41	38	1227	932	269	26	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0003671"	""	""	""	""	"36"	"005"	""	""	"009000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005009000"	"Census Tract 90"	""	""	"Census Tract 90, Bronx County, New York"	"36005009000"	"1024677"	"1162033"	""	""	""	""	""	""	""	3693	3693	9334.479	0.395630018363019	2265	727	545	783	148	18	32	12	2265	727	1328	210	2265	727	1538	993	210	62	44	12	30953	1139	507	428	79	505	0	0	64	0	63	1139	1076	43	184	166	105	207	273	98	63	43	1244	689	311	215	0	7	22
"ACSSF"	"ny"	"140"	"00"	"0003672"	""	""	""	""	"36"	"005"	""	""	"009200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005009200"	"Census Tract 92"	""	""	"Census Tract 92, Bronx County, New York"	"36005009200"	"310475"	"0"	""	""	""	""	""	""	""	6122	6122	51069.83	0.11987507278026	4141	778	1731	937	487	180	28	0	4141	778	2668	695	4141	778	3363	1632	695	208	28	0	54924	2674	1075	901	174	1165	8	0	100	0	326	2674	2348	32	340	334	294	641	501	206	326	44	1841	748	809	234	0	50	0
"ACSSF"	"ny"	"140"	"00"	"0003673"	""	""	""	""	"36"	"005"	""	""	"009301"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005009301"	"Census Tract 93.01"	""	""	"Census Tract 93.01, Bronx County, New York"	"36005009301"	"570768"	"0"	""	""	""	""	""	""	""	4928	4928	22361.91	0.220374766215133	2861	609	990	795	232	200	0	35	2861	609	1785	467	2861	609	2252	1262	467	235	35	35	39606	1842	479	400	79	1178	0	16	130	27	12	1842	1830	117	129	418	268	403	428	67	12	39	1773	1318	413	23	19	0	0
"ACSSF"	"ny"	"140"	"00"	"0003674"	""	""	""	""	"36"	"005"	""	""	"009302"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005009302"	"Census Tract 93.02"	""	""	"Census Tract 93.02, Bronx County, New York"	"36005009302"	"1763432"	"1577185"	""	""	""	""	""	""	""	566	566	831.2956	0.680864930648327	453	185	199	57	0	12	0	0	453	185	256	12	453	185	268	69	12	12	0	0	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0003675"	""	""	""	""	"36"	"005"	""	""	"009600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005009600"	"Census Tract 96"	""	""	"Census Tract 96, Bronx County, New York"	"36005009600"	"703452"	"15746"	""	""	""	""	""	""	""	2762	2762	10169.2	0.271604347201609	1962	546	530	524	215	135	12	0	1962	546	1054	362	1962	546	1416	886	362	147	12	0	49638	984	449	387	62	405	13	10	66	0	41	984	943	29	115	66	249	196	231	57	41	42	861	425	285	108	38	5	0
"ACSSF"	"ny"	"140"	"00"	"0003676"	""	""	""	""	"36"	"005"	""	""	"009800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005009800"	"Census Tract 98"	""	""	"Census Tract 98, Bronx County, New York"	"36005009800"	"517450"	"0"	""	""	""	""	""	""	""	4818	4818	24115.49	0.199788570448975	3718	1060	741	992	608	265	52	0	3718	1060	1733	925	3718	1060	2658	1917	925	317	52	0	73622	1970	806	562	244	1006	0	0	26	0	132	1970	1838	59	176	127	334	435	511	196	132	46	1607	369	797	280	161	0	0
"ACSSF"	"ny"	"140"	"00"	"0003677"	""	""	""	""	"36"	"005"	""	""	"011000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005011000"	"Census Tract 110"	""	""	"Census Tract 110, Bronx County, New York"	"36005011000"	"2069146"	"452399"	""	""	""	""	""	""	""	0	0	0	0.798901770973456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0003678"	""	""	""	""	"36"	"005"	""	""	"011502"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005011502"	"Census Tract 115.02"	""	""	"Census Tract 115.02, Bronx County, New York"	"36005011502"	"336295"	"10032"	""	""	""	""	""	""	""	4210	4210	32423.47	0.129844230938522	2421	540	961	617	182	121	0	0	2421	540	1578	303	2421	540	1881	920	303	121	0	0	23791	1329	252	225	27	879	0	0	124	0	74	1329	1255	64	148	194	257	134	334	124	74	41	1377	1004	294	60	19	0	0
"ACSSF"	"ny"	"140"	"00"	"0003679"	""	""	""	""	"36"	"005"	""	""	"011701"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005011701"	"Census Tract 117.01"	""	""	"Census Tract 117.01, Bronx County, New York"	"36005011701"	"221690"	"0"	""	""	""	""	""	""	""	1608	1608	18786.15	0.0855949911737043	872	318	201	196	149	8	0	0	872	318	397	157	872	318	554	353	157	8	0	0	37781	568	61	25	36	347	0	6	131	0	23	568	545	26	127	9	17	96	107	163	23	61	499	373	105	15	6	0	0
"ACSSF"	"ny"	"140"	"00"	"0003680"	""	""	""	""	"36"	"005"	""	""	"011702"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005011702"	"Census Tract 117.02"	""	""	"Census Tract 117.02, Bronx County, New York"	"36005011702"	"1136797"	"431176"	""	""	""	""	""	""	""	0	0	0	0.438919794222985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0003681"	""	""	""	""	"36"	"005"	""	""	"011800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005011800"	"Census Tract 118"	""	""	"Census Tract 118, Bronx County, New York"	"36005011800"	"989676"	"2876319"	""	""	""	""	""	""	""	6041	6041	15809.33	0.382116056136167	3124	331	812	864	702	394	14	7	3124	331	1676	1117	3124	331	2793	1981	1117	415	21	7	101875	2547	1646	1578	68	418	0	0	217	0	266	2547	2281	216	517	529	218	275	427	99	266	33	1594	199	579	622	76	48	70
"ACSSF"	"ny"	"140"	"00"	"0003682"	""	""	""	""	"36"	"005"	""	""	"011900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005011900"	"Census Tract 119"	""	""	"Census Tract 119, Bronx County, New York"	"36005011900"	"166999"	"0"	""	""	""	""	""	""	""	6193	6193	96047.26	0.064478677121284	3184	1395	989	555	172	73	0	0	3184	1395	1544	245	3184	1395	1789	800	245	73	0	0	32007	2278	501	478	23	1480	0	41	223	0	33	2278	2245	91	312	133	296	390	675	348	33	50	1942	1532	341	46	0	23	0
"ACSSF"	"ny"	"140"	"00"	"0003683"	""	""	""	""	"36"	"005"	""	""	"012101"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005012101"	"Census Tract 121.01"	""	""	"Census Tract 121.01, Bronx County, New York"	"36005012101"	"115615"	"0"	""	""	""	""	""	""	""	3267	3267	73186.79	0.0446392029615581	2207	578	621	596	368	44	0	0	2207	578	1217	412	2207	578	1629	1008	412	44	0	0	48152	1446	384	321	63	852	0	4	128	0	78	1446	1368	82	212	108	262	297	266	141	78	43	994	617	273	75	7	22	0
"ACSSF"	"ny"	"140"	"00"	"0003684"	""	""	""	""	"36"	"005"	""	""	"012102"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005012102"	"Census Tract 121.02"	""	""	"Census Tract 121.02, Bronx County, New York"	"36005012102"	"49643"	"0"	""	""	""	""	""	""	""	1463	1463	76328.03	0.0191672702730669	1050	389	301	297	44	19	0	0	1050	389	598	63	1050	389	661	360	63	19	0	0	27281	557	124	101	23	397	0	0	16	0	20	557	537	34	55	94	111	53	180	10	20	40	580	387	171	22	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0003685"	""	""	""	""	"36"	"005"	""	""	"012300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005012300"	"Census Tract 123"	""	""	"Census Tract 123, Bronx County, New York"	"36005012300"	"303327"	"0"	""	""	""	""	""	""	""	4582	4582	39123.87	0.117115214433426	2748	1017	673	630	380	48	0	0	2748	1017	1303	428	2748	1017	1731	1058	428	48	0	0	39258	2159	723	449	274	1199	0	0	35	29	173	2159	1986	82	271	383	490	445	276	39	173	35	1610	909	546	62	77	0	16
"ACSSF"	"ny"	"140"	"00"	"0003686"	""	""	""	""	"36"	"005"	""	""	"012500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005012500"	"Census Tract 125"	""	""	"Census Tract 125, Bronx County, New York"	"36005012500"	"169640"	"0"	""	""	""	""	""	""	""	4014	4014	61283.96	0.0654983729654346	2453	756	817	415	237	189	39	0	2453	756	1232	465	2453	756	1697	880	465	228	39	0	45966	1749	488	396	92	931	0	0	252	0	78	1749	1671	123	267	146	269	469	331	66	78	40	1312	656	586	57	13	0	0
